Client;CTCP;DCC;IPv6;SSL;TLS;OCSP;CRL;
AndroidChat;{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Mobile Colloquy;{{yes}}{{Citation needed|date=August 2010}};{{no}}{{Citation needed|date=August 2010}};{{yes}}{{Citation needed|date=August 2010}};{{yes}}{{Citation needed|date=August 2010}};{{yes}}{{Citation needed|date=August 2010}};{{no}}{{Citation needed|date=August 2010}};{{no}}{{Citation needed|date=August 2010}};
fIRC;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
jmIrc;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
k-IRC;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Virca;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
wIRC;{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{dunno}};{{dunno}};
WLIrc;{{yes}};{{yes}};{{dunno}};{{no}};{{no}};{{no}};{{dunno}};
Yaaic;{{no}}[3];{{dunno}};{{dunno}};{{yes}};{{yes}};{{dunno}};{{dunno}};
Simple IRC;{{yes}};{{yes}};{{dunno}};{{yes}};{{yes}};{{dunno}};{{dunno}};
zsIRC;{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{no}};{{no}};
Client;CTCP;DCC;IPv6;SSL;TLS;OCSP;CRL;
